mk1,mk2,mk3,mk4,mk5
097560ddc4d1098362dda745883de939b8bbd696ae7fa1396bd71e0f01f19733,3c9b5b70d905a61e7296bc2c178e1737c73dc4e4f2be15579fe30dbcd4c9e46a,7bc81948c546b254272f2ae222e4fede11c2e6360912bd2c2c33bc41543fc6c4,fd8a57adeefca565cedb7c45eb92f866df0d5f1cd11aeae3291330e87b2e68e0,6e1727445e0bf5ac36be9c135c0ed032d27b77c8b957f79c9f7c2e76676b5df5
00c403bc1cd4836c109b52092cd84943bd1cd644f95a22fd29e304d93c6b2d2a,2c9ec417a2c1da43aca717cd24b7ac67e4466bdc4e8b4aa1e8a9f931ce14538c,c65bf59a54f775f83f541e3a431e69835cf51541438b2d4496d17a558883fdfa,0668d604776e892a89914cf9e865a68729c648c046830ea29af77cb0d593583f,e4db0c351217707a1709bacb39ff5684fde5502ee460dbe8868d0e407d7b71d4
d7087d7d5dac3920d40f95a843cd52ff81ad13b6e90a67e774afee5d0f6c7360,8e24797f997bf08e0a32aa0f0683ad6fe274b465b57ebd0d8d2a0bf944e2e0a2,d77e90ee7aaa8b68a7d91b87b185be5a8f7ed97fe419312a6d2d1f94defc1fad,a9b7f4921202d8dd965bcb3960616df7c93bb75f6a2e0a4ff05090d3c103fcb8,d903e42785cadfe511eef9f498976a8aa5ba563c27dbd56cbbfe1089c24c7be9
0a30a2b8e0ce786e4addd5b8fa0634fc47f95a9b5fed6d4b847469ac0a6926dc,492473ad57fb5531d9850ecc94bfd0906aa534c2bed8685a935e040134b0f564,da03e107d8d2030c72a3f9b47c351603253cb9cc4c9e5104083024dc0fb3bebe,d3790dbbd7bd3a76124eea612c22b1d0a4fd923fc8328078dcb4491451e5595e,58157c47ca58081614d6365cca404b8f518f90fa3aaaf740d373722ddae2a15c
4266f6d42afae62e6c2761f62969c1910d222a7627ddfe609c92e44244f16262,2b7d2f41186f3eaf773bafe13b57563a428d5a9ef0475f5e9426820e33c16dff,35e6cd2a80f9d8766e7977b040182f20198f82e35df9b7763897a1871d73302f,42e8debe6c044c45a57482a3552029e794fad98317b5aa80de2eb458132d39de,8a80bf8a3c17ea1986185f893e7c785d44beb3c7cb948b81a190122eaf0bcc30
3ccb861f57ce899ea993c8d0a86c654a0b843924438c1a36ae4f123e0369b9bc,114923cdc3664a02ccaaad39f51c8cdc4d89ae6cb332520f082e117ba10c00fa,ec62c1c20c30afae27370025ff7b4f577506cff3450beb89677a6e16e13dcf34,0f1fb2973833e0b8920ec45d57d0fe677fbb91494f949232dc5e508f9b99027b,912805dcf60a67443cd74dbf0a02518f52c6e0363dd69fcc6a2ab1ce082b609d
f0c7a4cd4c1a2d86ecee8508997d5c3b365964c46e2397a47c8134987ac89c8a,5867e19ee192d1f44ae9f6e50f77ec66c5e1585963fd372a927f676f40e290fa,5a373a6f6898dcd328b287957f3bf3344a2a66bd1a4a53a261f11b860d533650,641f492cdb6aac214696846d871628175163ff114bfc75597cc2fa6a930402f6,6a58d26cb37e4a906f049fc745e3684fc017e03c60c6ae6ed10a9b646d20860b
ef79f9b878b16217f756343887b879e5a76f295fc2f1c1981a5cadd08a6af722,534f54de32018d82eeb836ca6da0d239c5b2cc2322b0b253329000be5571f287,bb6df198d8a4c3a5d812abac6cda74516e65443819699cb93f07126deb227c9e,5c6f2e41b6d094647e2a8edd7e1b51a4115ea92526221392581f5fcfd4580080,f31522f627434a0376e9c97296146c3e924a040f8a63e71e0b1d8546a2f51121
54af4728683e7d3d9ee38071ce4faba4429ea06ad5787e4add259899e34e1c7c,e85a2fa5653d86ed7f3a2d91af3df41f22dbe642591ae524d6f7150d826d48ce,b3a31febb1f12c1bb8369c05b5eff2521bec8d8f9775fdc21068f8b972183f89,f1114af65e149bdaa0d798507fe81fd1bda542e4d0ff565445989648eb9d019a,987cb1613a4562059abe0c6cc3a09974a86dd53bc8639f6dcae47cd5df0e8de8
9aa5e1bdd0077fb2e97c34f69b7887e0d193fc7f4532c2f9be30496e33490146,706e9d5e04434a9de2a6806268f361cb65485d58ad2918bd8321ec0683dbebd8,ee59d33cd134a36534a4efc513a894241aced5a861edea8d07bb1653c82426ca,0cb16bdfd76390eaea4d0e57f34308bc8db7bc779e702a904b99b94480520671,f1bd6afff03c4a6117a6822c7a45ce11c8c86786af5342f9497d4a782c2b9b5c
26f7ea83e0ce041cdb0305625d6be87ba8142267cfe74b5b20bceeb09642844b,793da7914b519d91dde68f645e58c5cc221ba8313877a81248b19587ab112bfc,017ea4538e315be04eb124023138288c99498ed972ced003fcf34d00372963ab,d304ce4de7ab1d33d26cca64c682a1ed982e8b5bbd0db6ea499e9bb06700a0a1,7b1972b80b440f3741121d08aa1fc8057be2d08f922ce480e25b2e65842bab11
b514c322b72dea1707526330a5f482ffc5d479b4a4ee24092973248cadbd321d,5e73b046a45bf5aa6940b49c6500942457323f44ef4bef0b212f3185e1d6ffaa,1dd19b513b7c40a8678908b43c0e585d4056ba9296be85d62908427c02cf1be8,9d7984043357e41af3af3db6c560f8b9555abc4f613c531c043188530bc2c14b,43426a3aa0ccd22ef36f7d4a4065e109982079b1def391df7578b60e16f80614
87675a49e6f821a6b8ea0ec741864ef959819b2c800e476dcf9508a95e87800b,31bd65006df4476461a0dc94f99668783d0b329f1453dda340fae816d5184a4a,34d96ff38e17c671eed82d20fb0929213232ccf77816f0c67f7dc568919d46cd,7daedc7a72a4333eecda954d57f554b2f9191789ae2c6fe2df57e1fbfa7035de,bfc899d06b1a7a6de88ae21a44b7843db3ce3f9fba4010454c4f14e0285c11e4
ac0781ee55ea15635183a452a32a5e4fdce5f7cab7623d3a3442d92a3c13bca9,702dd2b6998a5b4f4b4a7459742683281561cef50e34de09dfeb90b363640ccc,e89d29fd9b7c37942802d9ab1b31bfb5be269409360ca7f52638448f7d9381a9,72717471fae83da885f4fb8d12882532351d5ee1c09430e8c49762e6157f03ac,2a1e338f65df834e9427d3f190ef3847dfaac9c12a5c613d1f4f29967820a966
3fe7c157b2c21381558a194e233172fa6e18338e85838d5bd329fa1939907548,8a8a03275a0875c8d3bf91ccfe0bf6a2ad1eb1d000df5bfe534dd14ea1c75c1e,46f0c1fc28f3048caad540116a8a030340248496e76fb0e8a143b03ba085b508,341481818fdf9f3f9e4c4eaae25073e86b3f6dfb932a5ea93875f545a1660e54,f12359f0457985dc46187092b81692015ef9616198bd85985da6ab95dc361750
173e86ad97d32125e88dcf2ebd2491f208f18c9b4cd9f9b6dc7e07a064bf109f,e13c59773a03c01c5dfda25e7311221ee70cad477962fedf418bc95633c4c220,63bb5aff766b324c4c19bd608b31e07fdab840bad761e425467d3abaa6454713,1a1ffb53ab0ce57a8f2aa47f8234e139f943030a7c5b06caad599dfdefca0d52,ac07168b042a7240f0c209e493b9870bf628df1a7c989ca1dc7016ed0a8ff09b
179430ceb29c20ec4032c03420cb4adeba5c7a6dbd44bf06dedcaf78604040ff,4d041431d453fe8325ef5d567270b39dbca771f934834c4bf919dee6c220c837,b55836973ab0be53261e0bfc3f655939b06ee8d46c45fb041ff6c4f066836098,8e8c767ee2d05edff591edf9a6110d4a4f777ab2433a4a1db4d975d358f3c486,275964522eb42a60232ea07cd290277f7bd23d8d4f7307dbffdb308f28734e0f
5aa74d2d4f91c2cdc904a7f4e11e2d9d4f9e5d842ba11a6606c583649f5f9877,ccd6b86e1e8a5f7bf3808673b929575512b91cde4ae5488010ccbb14d1afad40,5e4db37b4642b6a90270ca95d7f1f823a25ba26a671bd102d8406f5f2765f655,8d5054f2ed1c8cca0512a8a338702734848f631366af50a638633005b92c1433,cd4222b60d0cd9dfde6706c03ff3755ffb01d196a33bd6e1b8691a397b387401
c6c2e3d041153993b805b236d5f2fdc6b906747cbddd7c9d957a2c76ba6d2033,781de0565263839ade5b43ed148593b09d68f14e220671586e3055fcec42023e,e0b736b4b98d736ad7b8bcc3305b14a6ccb6df9cdd3a5de73ca1536101af30b1,8fa195d2902ee7d9a0d9e483735620721d67b223e38761cb9cf8130dac551edc,2685c93ccf1dc360e55c17de18c5ad5cf864ab5d14428d289d55849e58a3cb04
0c6ac8d2e2892360a099a1674fb3d90910e95cb245dc53ffbaa4ec5eb1cdeea9,eb3ca9ae68a5b35c8b5030c22f96c3495898b48385d0f4b1fac3684cf07615ea,4674510ff7201d4ddb685022723f060b0dea22f17da2aff47eeb2b71539b4fb2,04d69ed51370a93b82b9c3448bbc3d79f5963864a5c9fc27a7e0a91f1f9b4ed0,d87b8d145285ff21740e5a9c5d731cc0773d6a1ed13a0bc2f40ba9025dcdf90a
6869cf9bc638019338b4e81df5adc74d20028748443c6a6bacc23de402aa50f1,cb88adad3abe5800e0aaad749ec51691570b23ad6ce9725f8cea0022f2c888e3,0524870e6b07c3b3412ee21445596823d8200477b5b2bf8420bb8f8b3604806c,d4c1758bc3f70cd1e81702ed8d1adce530b2e3a2d7de5c5172aecb20ffa3b872,c4657015f43643bd66e069a797e8e259520d2de50bd617c7ca9230d60c2cdada
d17b751f93533eb2c0017d5360384c940c85be1d8ba23db759f8b1fd8e3be741,90501fadf86f7d5a3985ec34cce2cf611f6c38d558cc782fede10d3b5fcf2aa0,ed3d2453868a44bee11cd62b256f8d19c1b0203c03588f71fd69d5a3036ecd9d,1a59163b6e582bb3215be6fb79d6e86b306766702ea62159142a48395ccb9dde,9914dd807478ba80ff74b378e79d29c1a74e875fe724872ca355fc2c905709fc
09b3531edd3db188945bc480f963f6022edef6e8681824205ff21b93bedac8f2,42e70bf7fd79ec1be9b4866645ed100797152540721a3adbe0541961ee72aade,56f3d7a579d427088c1b4212884c298072e686b06d665eaeaf617309181fabe0,1e3dc5d5fc2c21e86ee3257c3b2ef3ea84d86f3930fcd33a80f62e502dd116ad,45c0a3049593f5ed168f9625bf23457cf03246e2e95f94253dd58cdbd22f0ae2
8b88d52c016dbe8eb0b6bbed1c572945bf063c6caf35fe1449fdf84f85ab6894,621371c4e6d54b8b126988341fe0c09b9bcae7d49f8335c2e102c511be14a494,2bf89367d2d1a216a4cfd1c490fdf5ca800fb6bc71f75453938837644e8d30fc,18083457d917abb3675a543c284d4449378fb1e8dc1e79dcfee0ad0f4c2df7ec,ccb1297ad7a4c601f8b130314c1bf64970146b173d70529ed44a148506640cb1
41701cf11c6c4dd05a6bc9b7d5f05f891c76c31266f20dd94b3867099ffcfab4,8678347b731043d783b1d84f716c1a847549474c7e6513391f88ce39c44dfe71,7069303605d5c42256502a01f1ffc058fe2e2cc99f2950cbee7b6fa44b94c9ad,4a5db0cad98cc4fd29bdc73b9ebe87d001c6ea5d66ddebdd7d44b50b4d0856b4,c692356cac47b7faf1ac465fdbe966e51f9d714901e545cbd43517c94e464e65
bda310f7eeb811da1875ff6ef9683c701eb43b5be0952415bc25ebb3bcad19d2,673cf6f1adfe291e7fea8689a8d4b801369d29a5794464296e9824ba550a2e9c,4b1f37c997b35e10e6b6b0dd7bfa2da611e0b84dcbd1edca43e45da168b9e6a4,9e530dd3a229ba5eb0ef32914e77a5f1e2a666daaeb90b1c1b3ebac228a0a0ee,0ba52d5ed7cf9d318d0a095f813b74489041c0c208ee6be7502abe46ea6ec129
bd52c35355f1264bd171d8ebe4171e63f327c1ff111276c0817b0bd8ed262408,5c113c0355a4e93fc2f5a52317034410a00f18e4d534eb75b4c1bba6d8e57f01,cd3e5a29b9ee2a2578e02ea7dad8aa07a865a2dab4297b9bbb04e9ea14b300cc,13e5dd9f596259c761a7552f6bc63e0c19688ba99bd673606b5180987ee1a0c9,9c574a2095951a516d29db494cf3f9267006163db687140fb8c54312fe0cb1b9
b924ca08e8226b8857f197f41407da035863263ac48221ab76bfb1d258fae6ac,a2f1cffe07b5876b59279d4430aac670c22acd9572feb2618497832e4de4178c,ba82cc36b6ea8bc6141aeec64fac147e06584b682cc03f1b6af6ce3bd07a36d0,4ce75fb7b6cf5628ba9e61c53ae3740c2e8835b179a55b8a76191e79a737346f,83d88fef29f578597d345e8a26063609bb7924a069206fec5748eca371cb4d01
f7ab51248204380beec6872f5cfd659aa191562bd335a4af0c9f5e212fdcc270,c4c1d084bd9958bf0c1b73f5675c570b9fdbb0721c6500279b077b3806bfce6d,f370bf53027f64b5857dcff1f4a046af7774a1c8ee224538fecd6bdfedecf126,f7659d51f40f1aab7bf6dc8094389dd83555988bd2f684ba2fe7297cd8df138c,afcddd38a4ed2a842d04a3eb74d6b08139b80185f86803310f582d4f3e09f9bf
08b2ac3f375671cb9db47bd77904580bfd92eab8d5dbf4b9d7bae46c52a0cab4,26b47629f5501613b2e26543754c0e42fe33e2d5fb672ddc8b373abcd1ad5f11,07b979c627be266806d90c13219832501954a72afd8c144e9030f9d5618306dc,3e16cc0a2945e5a8851c38c775a91762d97f6f442d08afe031f21b7ede164c8e,2efc6911443dc516e9fc1240e75ba631fbec556f4ecbd69a343a8e0b1b16dd98
343899549a0cfbafaa1a326f516b01dae0aff0f9e7b4ed2c205dda9f76ce6649,266a5ef86a66699703f5f89e70f73cd036069a612a90bb587697c9249b37dec2,211014064e526fecb73ef443079f5f223ec54917deaeca5f8d03b8891b69b5ac,d635f068dbb66e7bb6fe6697f807481df4679de92635f8a62e00b034eedb63eb,a88d3bd92517f39d186c89b3f51e4bc1a14ecdd3343063da258f85b54eda7811
9d196bd4fe1376f6af797cc01cebb5159dc429dae3e20c1670dcdea04aef6b8a,e766e6bd3eb1d9a22957b588259944d89498ac905707f27aa101d7b5a3f2cc34,d031fe969190350d25f4e13eb2ea3a5c836af5d89251133d3efd7633589a80bd,89a65d376c54806357b5cb892d8676b70ec68082e82c68f61c023bd69d5b2007,cfc27a9629014f5e1ba21d9f029e0ed86e6a9c0368cca3d34b4fb1b69379c824
819a1c46e81177e02454780697e2670633663546027a9fcc3310a2df9fffc604,1acbad03aa2bab5355db3cf389eeca21c52b242258c7071e6bb4e5927281da8d,9a937f6458a32035c19f08b7db71bd2b7687ae50e43db722c617c0dc7306c038,e2b75ebb85c23d29bde4e8b278fc230015752e398f9e204b4513ee315483ecbc,3b2abce23f51d09d9f6613c0f72588b2fc8005fc38e9fe43829b8705761d22c2
1743479b736853466c2e37a1369595d59bb22a34a1f6d9501dc9c66d3ab80027,990fc91e9c851696eff5d91c70a44a1f1be2ad81ca25df50ddaf0515cd6da169,7f96f224467b08d1e10796b883ae8126f5073063c6e8c0b02d09d20597133699,f255f4a72f27d2857d9993bdd268f7ea3073b8fe37980371f73724f99f01a53e,693316370be9208b01e1660b95b6ec8f35cf5ad5f7f24943097b8a7fa9f8fb2a
8e4cf52ad703121114d7064c6eefbf5505293adf34430088a4e15206c02b5979,0f73ab50f1447871ab54cec557c1e897eeec76ceb5b8f1abde91c1aebf43f370,54007cb26c87d34ec737b6874475154ee32c21f6b63c74d6c58310e20f990175,be50b6fef166f0b8b3b03ebf6f27ad832c5ec4271143b9eac086a85522ec9a9b,042a7969da60c9cd63003fd6061cd1219f5cb5c75b9b5a26e769c07df5904341
026c85757e922f8ea6c1bf6aec96cf96e3489754f7243e658afe722547ae9029,edfe79af2787965fc87afa3c7be3c6bdb4fff970284bb1c18dc6e96a4931c0e8,f5c9197a61c59a13aecf5dba36a43ce2ef8461b4666c809e0f65d27c7f738a22,33f65df67749003205ee28b5e80df301d8e412fc9beefa4a6198ee7ce18a8c28,fb910b99635b196175d19e3d835bd06fbeb706efe8855021ab4c39c052f3c739
1e14ee05c2ce5f7c381967593086aca6c5e94151ec351d9763c1f241cc10e4b2,6640b4aa06064a79ae62433df2c88941bfa84bb5c8e233e6ee7f82cbd2ccae96,23d795ae355fc6ed1eb46b6f2e7d04538feb5541b933f1a392449a64fa29b511,c1d7d0cc2cd538a3af03749e70e2cb1cd4c0cc5401f834a84971a572ad28a553,a9e66ecaf453c3737034c7b2914089f8b13bafcf1a8cfbc499ba7a7d3346ac50
bedf3b3542f8292806847e1dedaec4f8eaf60a811184b997c5631ae3dcf4440d,7a7d1bcb662b939ff29589f1f7e04cca78473a814d75c6595a084b7cfb290303,a55c8e3c006b416a325a3594a2b472c2c1084ad12e7dce6f3135a622025b4262,60cb6072d9213ad359133791b9599f41ff212b284da8061441f2ad1e7bfcc158,9975f576d2674024da37ca8079d477167b2c8b929cc3ec8c49d79ef28b8e58ac
8ecfe2d0bc0799701cf126dea9a18aab9e76d8d9b3ebd8eb27c39f661e2d3618,28d13dbe6708e1741728f148e0ca1cacf0c9d803ac727a73dfcccf8870fd2508,802eb4b17c320b44f643d0200328956cf37b87d6ef1e341b2efac6b5592495be,f127ff91ca41d48991c5b641e1eda3478f558e3cb4ae03839d22e1ef5a826a11,585047417e55b3e3bf63e0a5d50f657956895b4b448a4118690396f9c72ce4d8
60b83b88a2c08070e8bfaa2240d49191a980c917e42ec60a419ecefa38280978,85fac62b8628fc4825c8dacb7f5c96b6e251cac6878846d373110a39d4f7a7a9,c800c9458a49a13df45d07d3110dfa23edc74f879ed4d41af2f18da01ebabcd3,6f945e8571dbd7747b25dc5230cec99a078eeaf96bde9ace052399fbc2295f58,fc2d554e5b8b2a2e83b917357b4ef46b368688f01e4215ee38967653a53067ad
97bbc12ec2b67cef8d41294f93b22edf7c9a0b2ff2a8da468563c4fbe65faf6a,b7ce20300574c6ad2dbd34ca38896c42d0ae34cd3123e9338fcf98ecadde83bb,81dfa1a529d85ce66fd9b214fd50969c66a316d71eb560d39a79368f6eb149c1,87e54c2da40200cd84f8c51a1d56e94fff4c405d19da95ce1718ed39ce87c666,57bef667c9d8a2b78525e54404cce6f1486d678783ffe7bcaa236c2eb448d483
089c63eb16f25cb40f77f9ce133e56be9a2b6788ed325e5662d8fb6a85b5c418,b7d3cbd717ff399736eb8a7bb8ea26d6b7eab8f56e8359b4a5dfb90aa83b83ff,8f74c0c209a7ecc244db1f8014d128933e024dcfd8b5f493d2a9c0ea7c58d04f,8b6355277c3cb13500b4d973cf2fa9578923d936ec83fa3361d826a24be7fc78,d19e748e2b91e96d0cbf3ee08693cb271eeacb8f8091eef1ef45b0a11407302a
1df8fe89561814d5a0ae1bba3c1b86041b1837b0c73ae70888499b9c137e5a5e,3d02746fab3a5b00f571fe66e43e9f9a2ce930b748688e954fbab04ad14708f4,faebfaaa39e99c1bfe8fede58cb9634e684ef2bf91b0c8d68add925c3bb90d2c,883166c7fd22dce4b20e9ad154209cb2e136ed91558fddebc1ef76cf7df25cd3,ef18044f12005dab7a56d9eedfb2ece5f510bdf0b23b534725a1e18c9c2dee05
f3fa3442509579b81f81352ea0236593106bd0ef6eaec9272192622ae354a809,e2bfddc90a0d051d1e605c93ce81f10ab4636a851fd2c84f26b5222b32833d29,037af433010296b54c0dcb4e82921b7c5f90d4486b06e5eb4f779697dc5103b5,12011778cdecb200e9315d953a48748f43814bd1a778a47065c7ee130d7c1638,e05bedb64a43f80df1453b17b2175f4bf3c24e3f3f2d354af7ff2e2a03342f01
747ca39d6472eedecca3e0643efd934ed6b3bf80a0780fa7ea36238821d7678f,27058698464c5a61ed03fa4cec1c0572dcacffc19c5d5a4dd6f332248b40edb6,ff71e74134c6953b407223293e8a1aa44126a9d8b856c5ade4615a54782c0ba6,0d4e15e843ae064cbdb9c422a83b12058d5b49c4720ff86202b714c0fed5ab83,cb3542497a6a2a4b763c6450d08f6ddb1f882baf22b9c36fbc5d61a740bc4758
76c45c24381f22c18c8832227e250b09df50d949943c46a03217b36ef09c16e9,af204bf8c488829edfaed0000773ea48347617cccfdb96e25dd44e6c8e03e719,5b1a9d0e07a910d3b9d8b0b2f7937bfd133e61d7a96af0a08ac087d6eea1e8f3,0745ce568286f6844b2721a7938fb24d2183961345b25a15bd083cb5bf27d6ee,3609c0db79282bcac37ec5ad51f893e242e4467a1315fc68bca33844f8cf73a8
288977038565ff8f0e6363607ddd309db71203e44d9653a906be14daf20ec32a,e13eaef6b948ca3f2baa00ef7d3b8628afb3526c51b4205c06871b823dced6bc,447226fd338e7ad772ff17c4fccab59ed589be4b867909554546202876068e8f,c697741a6971bc33247b43cba32f44134649ae6f0e7f57c38231880f43abe245,c2e9b49e4c61d1b171abee9d93cec9a109e363191863915cca65783ef2d8aede
f5726fbab0aa048698917d5d14ba2ef1ecdfd0a716a424a9ef0cdee4a74f74c5,80a9c761c67d754bd8c66efd7b97be0eab2596921704d68b81aa444f5aa330cf,97e640399764923d1815bcd64746664d3ae4e40bdc972e24c550c23d4a63fd48,69e111170875dec6d0d2fc13d63b0e689d6a550effb6c526dd5626ed84ef10aa,f00c28bf1e29ae7d269c60f35b9a59c206954ad2c596fc395db0e1d3ccf72881
68915d78da46d8b925530a98de25850f2251ed70a24ad21f10bab6ceef809dc0,9649267c38e53aa5b94d0d56a672cd9397d3c50d9bad863b90132a2b38b6ecc5,0bcebd921b263d08074f07dad06985b5a5ecfdf9b18370cee4fc3462b8dd8e89,868786e8f09bdfaf1e4b2f1202babd904b686a25274a50425f88de400f5f3b00,67d744534430612476fc501f39ea5cf8bafe18b79a5706b82471c2e67512fd93
18debbf076b2965c144f515484ef6a7898022ad6b63655359d3a771249782ced,dc68c7609fc992402557229b92e0b36d8bc2ae7cfab703a8dcb964ff5acf4906,8db205ac631ddc1f66e0095eba9f5ca92471725bc04b4045ba2ba6193456cf66,5fb345711a0fa6e153ce6e8f6fa2243636a9b61a87749478855ad10043784054,99337fc56d7a2bdf438a904536fef370c67429ed62969ba9ee7279e779162a64
26072a0972d1d7e30c0fb3787b6b9668b8a6ea5c5234f8e72bad6697f1a2c15d,e7c3eb541f95514a30a2aa004ae6bfd6edd47e7e210c4ee28c9f47bf239b96d1,64c0b73cf9bf4701d27b7467a8be4fddbd32eaf5620b585d39bc4ae31380834f,7b2a39ffe565393d5a64f6c05dec30856a60e14c346c4256e836ef5aa08b92d1,955ccd2aaa187f56eb23ded869423d4f436423c79f6acbdb31843dbb0c8cae0e
15289012a92ca079f8d27eddaf058b89f92bb5d88d31d28771aaad0908f17fe0,5e5a60f5b25d52e6129eb6cbd1b8ca50cf5d6a99ebfead5c3245b034a7c12dde,75b32d465824c92d50ff6cb6e211ab1640dc7a341479b834b29623b86f2c7f01,863a3809ad8ee4fdcdaaa2c6ac384752d627275b8650312d996855f30228e6d3,61361d4f3db7cc01fb53ffe29e7ee27f8f965d03399e97cda86916500737674e
48aec3aa4749f1ff01659b4b1759a0f67e26cd0ace5b37639077e45c347b996c,480cd1d231fa87984a4fd3525028f44859db5a2ebec6720fa33ca87f72062fb7,a51271672fa6b41ebd4acde834924fdc9dd981e1b31d40da29ee167dda5ded21,90eb9133108360758748804245a4ee413714d54ffc1b03b5d4f82fa35d0b4824,aee6f07b18c27e4e469f5733462c638605e8e15e497cb971fe518bdd2a758e07
917cac465e6c2a064ce553dc6c5235210835c331d7be78905f03a286fbb721dd,c0b362db2d3dc10ef18b3d88ce7ef38f6e5e2c178950f7c518cd28a039beae3f,08010b66eba63823c231ad3b08abcbf085171adf0294ab9025a79dc000067478,1108bcd09197c868a7491b2eca19fcf7bba76f4da7559497d9364a756baabd8a,e4ed2be7f585874d50265252bc4df75b2657f98f53d868f25d5b1654197d9c3b
b90c4439c0b5f8fe7b8a8a046f00400ac4f6782b0fa7954a730eb764744efe72,3f40063cc3abfa4c876d2725dc4983fa91d36868e4e6128f9f5bdb1309c1a597,e363db76e9eb9a314d13066a406ee516ef2a30583d8a4cf4f26e6f51d04f2be0,c99bcdc83a9f9ffdb4de0b7021d796cf46c097cdda3e5c1bddd260053b0f9124,13a37abcc4a1c5fbf88e0e1f00ef6617914098f0b8e60af31f4cb573fbcd2117
8a7e6c53450caae994a027bd0723d04a96958b98eee6d71bf4d6cf517198c7bd,c727e45ad29954bee75e4a19b2fbe184f093b5c49383ee8184df86b90cabef01,07546af3c558d13bbf8441cf5367ef909223b5f99b67ed47c6e766def7bf8bbd,2b9a8b4aa35fb6127adeb83e106940000b90887c963dddcc736707a032292d6b,cb8059b7dcd91c8ca2cb0b1d69925c352a199234334ff214a9d747d1c465f111
b4d747d5247547de9230b332bfb33132eef50699d0c8db4a5ba60833d7f6bf01,df14206ca2d0092c1a46e0d141211068b8a0cf59e1b7da85b2546356e72e61ef,121a16b96155e6f6bfe98070f7076054080b44aee413a49753c5217918989c4c,5005b398fc859ad312a209c130a95421fcc936be9ed51195ca0a95de05a967fe,c4f6fa569311ec9e20d7a2141438ca164b80ca53a103e45a04365131655eab2c
32508e35092dec4998f3a834065454ea7991c9c8f0394608526391cb8fc0f1ed,c25fb8c73a7f7ed03955e6aa7992a3dd2b7e48faa96c8bcb33067f4cbae541dc,102a3fdd6f837f3fda5a64dac8ec8aae5747868efba46f62cbe0beaa0d79ade5,9e75de9d9b4233d66d946f331f00ba0501c27d761ca7ac5782c438ca3ca6666e,7f1d8e9a36d6ab604e8e7b6995439fa58db6ea6ea355615bbbccadb425d52fe8
bcfff2d377a27217b349ed782dc5b1666ea3c305814ddfce6b459e2195b78c86,a95ead92f34d0c3523507c895297684dc33dac50e1a97063eafb69972f16a113,79be873f17c1c85616a35877bc96083ed2c11f3086dcc3d51b4b333ff481ba21,aaf7bf1f49176a2b194dc15c6d159f69589d587b5c73cb918c637c27764a9865,d41294922963c86bd1776bbba8283700af1f5bcb3397b8f7aaad624935aed1ee
d64aa1e1475a18bbfb786367ad722203bcb379ad7a9fd1253c9c4bc9cc26c01c,06c3f8d84ac4cd930ae277b6455b14935666d38eef3cb7d47ae3c427a3234fa0,86686f168cb0ad42b6b4d0c6e2c5df0db7ffd15323953dfdf1ce64879e8a9d5e,04253749719d841de77d61cf1313ed0e3cf88a089aed011ac6cc23b6e106a41e,743618155989f14a780502bdad349fc6541819089f66b1d3050e5a8cd2aeee85
efc53cc296efe5aa3eafe757f7962e430937fdc0384ea4c0728eeecf1c93798a,f5e317e9fbeeb45388d5c532de7124597f3266ffbd616946e682e506054d573c,ea432c21a79ba02cbdf963174919cddc873476ecef4c96439fc430020944a1fc,65d3dcf95e5afd0796b26df8fc4550259f8ab49326f1d90ec2b8a68bcf15e388,8c570d24a1e4f6e1408cef3cea9345894db1994d420b7736fa0fd321f14de019
56558b5bd032c0022456758d418267219faa270d4c4daf967b5e06e48ab0ed3a,4180f1451da5cb9e182ea5ada2ba52ed9d3629341138fb8777e6468ee733ef1b,d54baffb49eeced3c4fe7c7b72b69d2e47f32b314066deb66cdd86a69f3bf1cd,492207176fd1503f72a4199f89f77dd651ecc115837bc275ff3d2d0df3a4e3f0,b7b725778a93de4f8e7858e3e06b23aa77d99938cf82349a708aa10be36e6b38
1491d00c43eaeb0e48bd79ac9380fc629a683b0a6e601a5f189126e736b8eef4,67a526ee71fbdf939ceb6c158d75442428c9b4bd2e41a823f71a61a084e5b2df,30052f53cbc42c9e6ec8dc64550b1ce802856767c0d1e679148521023c22f257,c2ed53c5a4acde44c6ff52f7a2b7e897fa58dee0f5eccd008996e91ea68b0035,646ef636751d1e8f01334807c20eaed818907e628647716f6d177499bc81e551
1dd953cdfb69313d1a506df8d6b758753ea4c43e5adf0bab6dae4458919cd23a,edad6af6126a91f75410ded8293ed3d0b599f119c5134b5cc4a265286d65cc48,da2cb184a81999a06f3ef20c11be9191b63922b0935030bc829765976b359bf5,0942fb082a17e32ebcc205d3ffc4d359e266f47824655a866601e4503b34ba8b,5635a7dea8f87f058abd241e1bd881942d903f7ad92c64036b8cfa9bf33dec64
eb660d5f39a5c3d25da4fc9d79a9dcdec174b5cd163f3aa04ea3aa6c3a0bbf80,03528a8ab82830da19317b602b83f924fcab5aa532cc34bc909c214a4960e9a0,668341a54c3a78f55b809cd701fb3e864f5ff0f0d9b3fa4765b44a9f365119c4,7114c4141bc55ecc3586217aabd309e6c25ec7973d0acc03fc9b4d2b0678485b,f519c2d8bbf748cbebc94fc63605c5231853961aa9b3516bdb47623035857b20
